"","Fecha","Numero_de_Semana","Mes","Ano","Campaña","Grano","Sector","Total_Comprado","Total_a_Fijar","Total_Fijado","DJVE_Acumuladas","Total_sin_Precio","Total_con_Precio","Ano_Campaña","Ano_Mes","id"
"1",2008-12-31,53,12,2008,"08/09","Trigo","Sector Industrial",1109,638.1,129.8,NA,508.3,600.7,2009,200812,53
"2",2008-12-31,53,12,2008,"07/08","Trigo","Sector Industrial",6446.4,1824.6,1791.8,NA,32.8,6413.6,2008,200812,105
"3",2008-12-31,53,12,2008,"08/09","Soja","Sector Industrial",2075.8,1784.2,6.7,NA,1777.5,298.3,2009,200812,53
"4",2008-12-31,53,12,2008,"07/08","Soja","Sector Industrial",25821.9,10773.5,9221.9,NA,1551.6,24270.3,2008,200812,105
"5",2008-12-31,53,12,2008,"08/09","Girasol","Sector Industrial",326.6,232.2,2,NA,230.2,96.4,2009,200812,53
"6",2008-12-31,53,12,2008,"07/08","Girasol","Sector Industrial",4464.9,1469.2,969.8,NA,499.4,3965.5,2008,200812,105
"7",2009-01-07,2,1,2009,"08/09","Trigo","Sector Exportador",3751.5,591.1,195.8,NA,395.3,3356.2,2009,20091,54
"8",2009-01-07,2,1,2009,"07/08","Trigo","Sector Exportador",11977.7,1053.9,612.5,NA,441.4,11536.3,2008,20091,106
"9",2009-01-07,2,1,2009,"08/09","Maíz","Sector Exportador",942.6,363.4,53.1,NA,310.3,632.3,2009,20091,54
"10",2009-01-07,2,1,2009,"07/08","Maíz","Sector Exportador",16379.9,3836.9,2985.2,NA,851.7,15528.2,2008,20091,106
"11",2009-01-07,2,1,2009,"08/09","Sorgo","Sector Exportador",13.8,0.5,0,NA,0.5,13.3,2009,20091,54
"12",2009-01-07,2,1,2009,"07/08","Sorgo","Sector Exportador",1312.1,117.8,61.7,NA,56.1,1256,2008,20091,106
"13",2009-01-07,2,1,2009,"08/09","Cebada Cervecera","Sector Exportador",749.6,437.9,131.3,NA,306.6,443,2009,20091,54
"14",2009-01-07,2,1,2009,"07/08","Cebada Cervecera","Sector Exportador",990.6,413.5,246.2,NA,167.3,823.3,2008,20091,106
"15",2009-01-07,2,1,2009,"08/09","Soja","Sector Exportador",1690.7,1478.8,34.4,NA,1444.4,246.3,2009,20091,54
"16",2009-01-07,2,1,2009,"07/08","Soja","Sector Exportador",16764.4,5245.6,3963.8,NA,1281.8,15482.6,2008,20091,106
"17",2009-01-07,2,1,2009,"08/09","Girasol","Sector Exportador",1.1,0,0,NA,0,1.1,2009,20091,54
"18",2009-01-07,2,1,2009,"07/08","Girasol","Sector Exportador",311.2,155.5,64.9,NA,90.6,220.6,2008,20091,106
"19",2009-01-07,2,1,2009,"08/09","Trigo","Sector Industrial",1204.7,664.9,145.7,NA,519.2,685.5,2009,20091,54
"20",2009-01-07,2,1,2009,"07/08","Trigo","Sector Industrial",6458.9,1828,1801.6,NA,26.4000000000001,6432.5,2008,20091,106
"21",2009-01-07,2,1,2009,"08/09","Soja","Sector Industrial",2310.5,1940.8,50.8,NA,1890,420.5,2009,20091,54
"22",2009-01-07,2,1,2009,"07/08","Soja","Sector Industrial",26095.7,10869.3,9398.3,NA,1471,24624.7,2008,20091,106
"23",2009-01-07,2,1,2009,"08/09","Girasol","Sector Industrial",363.6,261.9,6.9,NA,255,108.6,2009,20091,54
"24",2009-01-07,2,1,2009,"07/08","Girasol","Sector Industrial",4472.4,1471.5,989.4,NA,482.1,3990.3,2008,20091,106
"25",2009-01-14,3,1,2009,"08/09","Trigo","Sector Exportador",3963.7,644.5,201.3,NA,443.2,3520.5,2009,20091,55
"26",2009-01-14,3,1,2009,"07/08","Trigo","Sector Exportador",11979.7,1054.2,612.5,NA,441.7,11538,2008,20091,107
"27",2009-01-14,3,1,2009,"08/09","Maíz","Sector Exportador",1061,383.1,55.3,NA,327.8,733.2,2009,20091,55
"28",2009-01-14,3,1,2009,"07/08","Maíz","Sector Exportador",16514.3,3842.4,3020.1,NA,822.3,15692,2008,20091,107
"29",2009-01-14,3,1,2009,"08/09","Sorgo","Sector Exportador",17,0.5,0,NA,0.5,16.5,2009,20091,55
"30",2009-01-14,3,1,2009,"07/08","Sorgo","Sector Exportador",1332.7,117.8,63.6,NA,54.2,1278.5,2008,20091,107
"31",2009-01-14,3,1,2009,"08/09","Cebada Cervecera","Sector Exportador",871.8,452.7,174.6,NA,278.1,593.7,2009,20091,55
"32",2009-01-14,3,1,2009,"07/08","Cebada Cervecera","Sector Exportador",990.6,413.5,246.2,NA,167.3,823.3,2008,20091,107
"33",2009-01-14,3,1,2009,"08/09","Soja","Sector Exportador",1789.8,1514.7,40.8,NA,1473.9,315.9,2009,20091,55
"34",2009-01-14,3,1,2009,"07/08","Soja","Sector Exportador",16764.4,5284.8,4016.3,NA,1268.5,15495.9,2008,20091,107
"35",2009-01-14,3,1,2009,"08/09","Girasol","Sector Exportador",1.1,0,0,NA,0,1.1,2009,20091,55
"36",2009-01-14,3,1,2009,"07/08","Girasol","Sector Exportador",311.2,155.5,65.1,NA,90.4,220.8,2008,20091,107
"37",2009-01-14,3,1,2009,"08/09","Trigo","Sector Industrial",1315.2,691.5,171.9,NA,519.6,795.6,2009,20091,55
"38",2009-01-14,3,1,2009,"07/08","Trigo","Sector Industrial",6467.1,1830.6,1808.3,NA,22.3,6444.8,2008,20091,107
"39",2009-01-14,3,1,2009,"08/09","Soja","Sector Industrial",2481,2050.7,122.7,NA,1928,553,2009,20091,55
"40",2009-01-14,3,1,2009,"07/08","Soja","Sector Industrial",26468.1,10953.5,9527.8,NA,1425.7,25042.4,2008,20091,107
"41",2009-01-14,3,1,2009,"08/09","Girasol","Sector Industrial",404.6,294,12.6,NA,281.4,123.2,2009,20091,55
"42",2009-01-14,3,1,2009,"07/08","Girasol","Sector Industrial",4481.7,1472.9,1007.8,NA,465.1,4016.6,2008,20091,107
"43",2009-01-21,4,1,2009,"08/09","Trigo","Sector Exportador",4252.7,651.1,229.6,NA,421.5,3831.2,2009,20091,56
"44",2009-01-21,4,1,2009,"07/08","Trigo","Sector Exportador",11983.9,1054.3,612.5,NA,441.8,11542.1,2008,20091,108
"45",2009-01-21,4,1,2009,"08/09","Maíz","Sector Exportador",1196.2,395.8,55.6,NA,340.2,856,2009,20091,56
"46",2009-01-21,4,1,2009,"07/08","Maíz","Sector Exportador",16624.2,3843.2,3029.5,NA,813.7,15810.5,2008,20091,108
"47",2009-01-21,4,1,2009,"08/09","Sorgo","Sector Exportador",17.1,0.5,0,NA,0.5,16.6,2009,20091,56
"48",2009-01-21,4,1,2009,"07/08","Sorgo","Sector Exportador",1348.6,117.8,63.6,NA,54.2,1294.4,2008,20091,108
"49",2009-01-21,4,1,2009,"08/09","Cebada Cervecera","Sector Exportador",884.7,462.3,203,NA,259.3,625.4,2009,20091,56
"50",2009-01-21,4,1,2009,"07/08","Cebada Cervecera","Sector Exportador",990.6,413.5,246.2,NA,167.3,823.3,2008,20091,108
"51",2009-01-21,4,1,2009,"08/09","Soja","Sector Exportador",2041.5,1715.1,60.7,NA,1654.4,387.1,2009,20091,56
"52",2009-01-21,4,1,2009,"07/08","Soja","Sector Exportador",16782,5307.5,4107.4,NA,1200.1,15581.9,2008,20091,108
"53",2009-01-21,4,1,2009,"08/09","Girasol","Sector Exportador",1.4,0.2,0,NA,0.2,1.2,2009,20091,56
"54",2009-01-21,4,1,2009,"07/08","Girasol","Sector Exportador",311.6,155.6,65.4,NA,90.2,221.4,2008,20091,108
"55",2009-01-21,4,1,2009,"08/09","Trigo","Sector Industrial",1435.2,726.1,195.5,NA,530.6,904.6,2009,20091,56
"56",2009-01-21,4,1,2009,"07/08","Trigo","Sector Industrial",6476.8,1833.6,1819.6,NA,14,6462.8,2008,20091,108
"57",2009-01-21,4,1,2009,"08/09","Soja","Sector Industrial",2758.7,2239.3,223.3,NA,2016,742.7,2009,20091,56
"58",2009-01-21,4,1,2009,"07/08","Soja","Sector Industrial",26864.8,11064.2,9769.3,NA,1294.9,25569.9,2008,20091,108
"59",2009-01-21,4,1,2009,"08/09","Girasol","Sector Industrial",519.7,339.4,23.3,NA,316.1,203.6,2009,20091,56
"60",2009-01-21,4,1,2009,"07/08","Girasol","Sector Industrial",4491.7,1475,1024.1,NA,450.9,4040.8,2008,20091,108
"61",2009-01-28,5,1,2009,"08/09","Trigo","Sector Exportador",4456.6,660.4,245.5,NA,414.9,4041.7,2009,20091,57
"62",2009-01-28,5,1,2009,"07/08","Trigo","Sector Exportador",11987.8,1054.3,612.5,NA,441.8,11546,2008,20091,109
"63",2009-01-28,5,1,2009,"08/09","Maíz","Sector Exportador",1323.6,412.3,60.3,NA,352,971.6,2009,20091,57
"64",2009-01-28,5,1,2009,"07/08","Maíz","Sector Exportador",16717.8,3846.9,3047,NA,799.9,15917.9,2008,20091,109
"65",2009-01-28,5,1,2009,"08/09","Sorgo","Sector Exportador",18.3,0.5,0,NA,0.5,17.8,2009,20091,57
"66",2009-01-28,5,1,2009,"07/08","Sorgo","Sector Exportador",1365.9,118,64.3,NA,53.7,1312.2,2008,20091,109
"67",2009-01-28,5,1,2009,"08/09","Cebada Cervecera","Sector Exportador",908.2,468.2,222.4,NA,245.8,662.4,2009,20091,57
"68",2009-01-28,5,1,2009,"07/08","Cebada Cervecera","Sector Exportador",990.9,413.5,246.2,NA,167.3,823.6,2008,20091,109
"69",2009-01-28,5,1,2009,"08/09","Soja","Sector Exportador",2102.6,1741.9,68.7,NA,1673.2,429.4,2009,20091,57
"70",2009-01-28,5,1,2009,"07/08","Soja","Sector Exportador",16782,5307.5,4194.9,NA,1112.6,15669.4,2008,20091,109
"71",2009-01-28,5,1,2009,"08/09","Girasol","Sector Exportador",4.9,0.9,0,NA,0.9,4,2009,20091,57
"72",2009-01-28,5,1,2009,"07/08","Girasol","Sector Exportador",311.6,155.6,65.9,NA,89.7,221.9,2008,20091,109
"73",2009-01-28,5,1,2009,"08/09","Trigo","Sector Industrial",1519.7,741.1,218.4,NA,522.7,997,2009,20091,57
"74",2009-01-28,5,1,2009,"07/08","Trigo","Sector Industrial",6486.9,1836.7,1825.5,NA,11.2,6475.7,2008,20091,109
"75",2009-01-28,5,1,2009,"08/09","Soja","Sector Industrial",3235.5,2610.7,297.7,NA,2313,922.5,2009,20091,57
"76",2009-01-28,5,1,2009,"07/08","Soja","Sector Industrial",27208.3,11155.8,9913.2,NA,1242.6,25965.7,2008,20091,109
"77",2009-01-28,5,1,2009,"08/09","Girasol","Sector Industrial",644.9,440.6,40.2,NA,400.4,244.5,2009,20091,57
"78",2009-01-28,5,1,2009,"07/08","Girasol","Sector Industrial",4499.3,1477.7,1037.8,NA,439.9,4059.4,2008,20091,109
"79",2009-01-28,5,1,2009,"07/08","Maíz","Sector Industrial",2586.6,876.4,776.2,NA,100.2,2486.4,2008,20091,109
"80",2009-01-28,5,1,2009,"07/08","Sorgo","Sector Industrial",98.9,15.2,8.6,NA,6.6,92.3,2008,20091,109
"81",2009-02-04,6,2,2009,"08/09","Trigo","Sector Exportador",4695.7,667.6,268.7,NA,398.9,4296.8,2009,20092,58
"82",2009-02-04,6,2,2009,"07/08","Trigo","Sector Exportador",11987.8,1054.3,612.5,NA,441.8,11546,2008,20092,110
"83",2009-02-04,6,2,2009,"08/09","Maíz","Sector Exportador",1672.4,593.9,60.6,NA,533.3,1139.1,2009,20092,58
"84",2009-02-04,6,2,2009,"07/08","Maíz","Sector Exportador",16770,3850,3054.3,NA,795.7,15974.3,2008,20092,110
"85",2009-02-04,6,2,2009,"08/09","Sorgo","Sector Exportador",18.9,0.5,0,NA,0.5,18.4,2009,20092,58
"86",2009-02-04,6,2,2009,"07/08","Sorgo","Sector Exportador",1369.6,118,65.6,NA,52.4,1317.2,2008,20092,110
"87",2009-02-04,6,2,2009,"08/09","Cebada Cervecera","Sector Exportador",911.4,468.7,241.4,NA,227.3,684.1,2009,20092,58
"88",2009-02-04,6,2,2009,"07/08","Cebada Cervecera","Sector Exportador",990.9,413.5,246.2,NA,167.3,823.6,2008,20092,110
"89",2009-02-04,6,2,2009,"08/09","Soja","Sector Exportador",2156,1784.5,104.7,NA,1679.8,476.2,2009,20092,58
"90",2009-02-04,6,2,2009,"07/08","Soja","Sector Exportador",16782,5307.5,4267.1,NA,1040.4,15741.6,2008,20092,110
"91",2009-02-04,6,2,2009,"08/09","Girasol","Sector Exportador",6.2,2.2,0.1,NA,2.1,4.1,2009,20092,58
"92",2009-02-04,6,2,2009,"07/08","Girasol","Sector Exportador",311.6,155.7,65.9,NA,89.8,221.8,2008,20092,110
"93",2009-02-04,6,2,2009,"08/09","Trigo","Sector Industrial",1605,763.8,232,NA,531.8,1073.2,2009,20092,58
"94",2009-02-04,6,2,2009,"07/08","Trigo","Sector Industrial",6499.1,1842.1,1832.8,NA,9.29999999999995,6489.8,2008,20092,110
"95",2009-02-04,6,2,2009,"08/09","Soja","Sector Industrial",3367.4,2707.4,310.4,NA,2397,970.4,2009,20092,58
"96",2009-02-04,6,2,2009,"07/08","Soja","Sector Industrial",27425.5,11245,9996.9,NA,1248.1,26177.4,2008,20092,110
"97",2009-02-04,6,2,2009,"08/09","Girasol","Sector Industrial",742.6,515.5,58,NA,457.5,285.1,2009,20092,58
"98",2009-02-04,6,2,2009,"07/08","Girasol","Sector Industrial",4514.2,1481.3,1061.6,NA,419.7,4094.5,2008,20092,110
"99",2009-02-11,7,2,2009,"08/09","Trigo","Sector Exportador",4753.1,671.7,286.2,NA,385.5,4367.6,2009,20092,59
"100",2009-02-11,7,2,2009,"08/09","Maíz","Sector Exportador",1832.6,638.9,63.7,NA,575.2,1257.4,2009,20092,59
"101",2009-02-11,7,2,2009,"07/08","Maíz","Sector Exportador",16896.6,3853.7,3072.4,NA,781.3,16115.3,2008,20092,111
"102",2009-02-11,7,2,2009,"08/09","Sorgo","Sector Exportador",40.8,0.5,0,NA,0.5,40.3,2009,20092,59
"103",2009-02-11,7,2,2009,"07/08","Sorgo","Sector Exportador",1382.8,120,66.5,NA,53.5,1329.3,2008,20092,111
"104",2009-02-11,7,2,2009,"08/09","Cebada Cervecera","Sector Exportador",914.7,471.7,259,NA,212.7,702,2009,20092,59
"105",2009-02-11,7,2,2009,"08/09","Soja","Sector Exportador",2295.5,1893.7,123.7,NA,1770,525.5,2009,20092,59
"106",2009-02-11,7,2,2009,"07/08","Soja","Sector Exportador",16782,5307.5,4377.8,NA,929.7,15852.3,2008,20092,111
"107",2009-02-11,7,2,2009,"08/09","Girasol","Sector Exportador",6.5,2.4,0.1,NA,2.3,4.2,2009,20092,59
"108",2009-02-11,7,2,2009,"07/08","Girasol","Sector Exportador",311.6,155.7,65.9,NA,89.8,221.8,2008,20092,111
"109",2009-02-11,7,2,2009,"08/09","Trigo","Sector Industrial",1687.6,777.4,245.6,NA,531.8,1155.8,2009,20092,59
"110",2009-02-11,7,2,2009,"07/08","Trigo","Sector Industrial",6506,1847.1,1837.2,NA,9.89999999999986,6496.1,2008,20092,111
"111",2009-02-11,7,2,2009,"08/09","Soja","Sector Industrial",3514.4,2795.3,330.2,NA,2465.1,1049.3,2009,20092,59
"112",2009-02-11,7,2,2009,"07/08","Soja","Sector Industrial",28059,11402.2,10368.8,NA,1033.4,27025.6,2008,20092,111
"113",2009-02-11,7,2,2009,"08/09","Girasol","Sector Industrial",869.9,631.6,77,NA,554.6,315.3,2009,20092,59
"114",2009-02-11,7,2,2009,"07/08","Girasol","Sector Industrial",4524.5,1484.7,1079.8,NA,404.9,4119.6,2008,20092,111
"115",2009-02-18,8,2,2009,"08/09","Trigo","Sector Exportador",4838.4,678.3,297.7,NA,380.6,4457.8,2009,20092,60
"116",2009-02-18,8,2,2009,"08/09","Maíz","Sector Exportador",1941.3,689.2,64.9,NA,624.3,1317,2009,20092,60
"117",2009-02-18,8,2,2009,"07/08","Maíz","Sector Exportador",16930.5,3853.7,3108.5,NA,745.2,16185.3,2008,20092,112
"118",2009-02-18,8,2,2009,"08/09","Sorgo","Sector Exportador",51.3,0.5,0,NA,0.5,50.8,2009,20092,60
"119",2009-02-18,8,2,2009,"07/08","Sorgo","Sector Exportador",1385.2,121.3,66.5,NA,54.8,1330.4,2008,20092,112
"120",2009-02-18,8,2,2009,"08/09","Cebada Cervecera","Sector Exportador",914.7,477.3,276.7,NA,200.6,714.1,2009,20092,60
"121",2009-02-18,8,2,2009,"08/09","Soja","Sector Exportador",2343.5,1918,130.8,NA,1787.2,556.3,2009,20092,60
"122",2009-02-18,8,2,2009,"07/08","Soja","Sector Exportador",16833.4,5337.9,4412.1,NA,925.799999999999,15907.6,2008,20092,112
"123",2009-02-18,8,2,2009,"08/09","Girasol","Sector Exportador",19.7,13.3,0.1,NA,13.2,6.5,2009,20092,60
"124",2009-02-18,8,2,2009,"07/08","Girasol","Sector Exportador",311.6,155.7,65.9,NA,89.8,221.8,2008,20092,112
"125",2009-02-18,8,2,2009,"08/09","Trigo","Sector Industrial",1762.8,795,259.6,NA,535.4,1227.4,2009,20092,60
"126",2009-02-18,8,2,2009,"07/08","Trigo","Sector Industrial",6515,1853.4,1841.8,NA,11.6000000000001,6503.4,2008,20092,112
"127",2009-02-18,8,2,2009,"08/09","Soja","Sector Industrial",3628.2,2890.1,331,NA,2559.1,1069.1,2009,20092,60
"128",2009-02-18,8,2,2009,"07/08","Soja","Sector Industrial",28209.5,11430.9,10429.5,NA,1001.4,27208.1,2008,20092,112
"129",2009-02-18,8,2,2009,"08/09","Girasol","Sector Industrial",1116.2,821.9,112.4,NA,709.5,406.7,2009,20092,60
"130",2009-02-18,8,2,2009,"07/08","Girasol","Sector Industrial",4537,1489.7,1100.3,NA,389.4,4147.6,2008,20092,112
"131",2009-02-25,9,2,2009,"08/09","Trigo","Sector Exportador",4914.8,683.7,304.3,NA,379.4,4535.4,2009,20092,61
"132",2009-02-25,9,2,2009,"08/09","Maíz","Sector Exportador",2100.2,735.5,65.4,NA,670.1,1430.1,2009,20092,61
"133",2009-02-25,9,2,2009,"07/08","Maíz","Sector Exportador",16998.7,3857.7,3127.1,NA,730.6,16268.1,2008,20092,113
"134",2009-02-25,9,2,2009,"08/09","Sorgo","Sector Exportador",59.6,0.5,0,NA,0.5,59.1,2009,20092,61
"135",2009-02-25,9,2,2009,"07/08","Sorgo","Sector Exportador",1387.9,122.1,66.6,NA,55.5,1332.4,2008,20092,113
"136",2009-02-25,9,2,2009,"08/09","Cebada Cervecera","Sector Exportador",914.7,478.1,284.7,NA,193.4,721.3,2009,20092,61
"137",2009-02-25,9,2,2009,"08/09","Soja","Sector Exportador",2384.6,1953.9,132.5,NA,1821.4,563.2,2009,20092,61
"138",2009-02-25,9,2,2009,"07/08","Soja","Sector Exportador",16791.2,5312.1,4423.7,NA,888.400000000001,15902.8,2008,20092,113
"139",2009-02-25,9,2,2009,"08/09","Girasol","Sector Exportador",22.8,15.2,1.5,NA,13.7,9.1,2009,20092,61
"140",2009-02-25,9,2,2009,"07/08","Girasol","Sector Exportador",311.6,155.7,65.9,NA,89.8,221.8,2008,20092,113
"141",2009-02-25,9,2,2009,"08/09","Trigo","Sector Industrial",1861.8,830.2,269.3,NA,560.9,1300.9,2009,20092,61
"142",2009-02-25,9,2,2009,"07/08","Trigo","Sector Industrial",6523.1,1858.1,1841.8,NA,16.3,6506.8,2008,20092,113
"143",2009-02-25,9,2,2009,"08/09","Soja","Sector Industrial",3741.9,2989.3,331.1,NA,2658.2,1083.7,2009,20092,61
"144",2009-02-25,9,2,2009,"07/08","Soja","Sector Industrial",28297.5,11483.3,10443.4,NA,1039.9,27257.6,2008,20092,113
"145",2009-02-25,9,2,2009,"08/09","Girasol","Sector Industrial",1280.7,927.7,129.8,NA,797.9,482.8,2009,20092,61
"146",2009-02-25,9,2,2009,"07/08","Girasol","Sector Industrial",4543.7,1490.7,1110.3,NA,380.4,4163.3,2008,20092,113
"147",2009-02-25,9,2,2009,"08/09","Maíz","Sector Industrial",124.4,10.2,10,NA,0.199999999999999,124.2,2009,20092,61
"148",2009-02-25,9,2,2009,"07/08","Maíz","Sector Industrial",2801.8,902.7,776.2,NA,126.5,2675.3,2008,20092,113
"149",2009-02-25,9,2,2009,"08/09","Sorgo","Sector Industrial",4.9,0,0,NA,0,4.9,2009,20092,61
"150",2009-02-25,9,2,2009,"07/08","Sorgo","Sector Industrial",105.9,16,8.6,NA,7.4,98.5,2008,20092,113
"151",2009-03-04,10,3,2009,"08/09","Trigo","Sector Exportador",5012.1,688.9,316.9,3159.1,372,4640.1,2009,20093,62
"152",2009-03-04,10,3,2009,"08/09","Maíz","Sector Exportador",2517.6,897,70.4,29,826.6,1691,2009,20093,62
"153",2009-03-04,10,3,2009,"07/08","Maíz","Sector Exportador",17115.4,3860.2,3143.9,14451.1,716.3,16399.1,2008,20093,114
"154",2009-03-04,10,3,2009,"08/09","Sorgo","Sector Exportador",91.5,3.6,0,1,3.6,87.9,2009,20093,62
"155",2009-03-04,10,3,2009,"07/08","Sorgo","Sector Exportador",1393.9,123.1,67.6,1128.1,55.5,1338.4,2008,20093,114
"156",2009-03-04,10,3,2009,"08/09","Cebada Cervecera","Sector Exportador",914.7,478.1,288.4,22.3,189.7,725,2009,20093,62
"157",2009-03-04,10,3,2009,"08/09","Soja","Sector Exportador",2540.5,2102.3,135.7,0,1966.6,573.9,2009,20093,62
"158",2009-03-04,10,3,2009,"07/08","Soja","Sector Exportador",16791.2,5312.1,4430.8,11727.9,881.3,15909.9,2008,20093,114
"159",2009-03-04,10,3,2009,"08/09","Girasol","Sector Exportador",32.1,20.6,2.3,0,18.3,13.8,2009,20093,62
"160",2009-03-04,10,3,2009,"08/09","Trigo","Sector Industrial",2011.3,863.3,297.2,NA,566.1,1445.2,2009,20093,62
"161",2009-03-04,10,3,2009,"07/08","Trigo","Sector Industrial",6535.6,1864.5,1841.8,NA,22.7,6512.9,2008,20093,114
"162",2009-03-04,10,3,2009,"08/09","Soja","Sector Industrial",3978.1,3186.1,338.1,NA,2848,1130.1,2009,20093,62
"163",2009-03-04,10,3,2009,"07/08","Soja","Sector Industrial",28376.4,11526.8,10483.4,NA,1043.4,27333,2008,20093,114
"164",2009-03-04,10,3,2009,"08/09","Girasol","Sector Industrial",1504.8,1112.9,174.5,NA,938.4,566.4,2009,20093,62
"165",2009-03-04,10,3,2009,"07/08","Girasol","Sector Industrial",4552.1,1491.1,1110.3,NA,380.8,4171.3,2008,20093,114
"166",2009-03-11,11,3,2009,"08/09","Trigo","Sector Exportador",5153.9,693.1,330.4,3357.1,362.7,4791.2,2009,20093,63
"167",2009-03-11,11,3,2009,"08/09","Maíz","Sector Exportador",2951.8,928.8,81.2,295,847.6,2104.2,2009,20093,63
"168",2009-03-11,11,3,2009,"07/08","Maíz","Sector Exportador",17203.4,3862.4,3155.3,14451.1,707.1,16496.3,2008,20093,115
"169",2009-03-11,11,3,2009,"08/09","Sorgo","Sector Exportador",119.6,7.1,0.1,28,7,112.6,2009,20093,63
"170",2009-03-11,11,3,2009,"07/08","Sorgo","Sector Exportador",1394.7,123.1,70.9,1128.1,52.2,1342.5,2008,20093,115
"171",2009-03-11,11,3,2009,"08/09","Cebada Cervecera","Sector Exportador",915,478.1,296.6,22.3,181.5,733.5,2009,20093,63
"172",2009-03-11,11,3,2009,"08/09","Soja","Sector Exportador",2611.4,2153.1,163.4,0,1989.7,621.7,2009,20093,63
"173",2009-03-11,11,3,2009,"07/08","Soja","Sector Exportador",16791.2,5312.1,4439.7,11727.9,872.400000000001,15918.8,2008,20093,115
"174",2009-03-11,11,3,2009,"08/09","Girasol","Sector Exportador",35.5,22.3,3.4,0,18.9,16.6,2009,20093,63
"175",2009-03-11,11,3,2009,"08/09","Trigo","Sector Industrial",2163.3,884.6,331,NA,553.6,1609.7,2009,20093,63
"176",2009-03-11,11,3,2009,"07/08","Trigo","Sector Industrial",6544.1,1867,1841.8,NA,25.2,6518.9,2008,20093,115
"177",2009-03-11,11,3,2009,"08/09","Soja","Sector Industrial",4431.4,3528.1,357.2,NA,3170.9,1260.5,2009,20093,63
"178",2009-03-11,11,3,2009,"07/08","Soja","Sector Industrial",28422.2,11539.7,10572.5,NA,967.200000000001,27455,2008,20093,115
"179",2009-03-11,11,3,2009,"08/09","Girasol","Sector Industrial",1691.1,1247,208.1,NA,1038.9,652.2,2009,20093,63
"180",2009-03-11,11,3,2009,"07/08","Girasol","Sector Industrial",4556,1491.2,1110.3,NA,380.9,4175.1,2008,20093,115
"181",2009-03-18,12,3,2009,"08/09","Trigo","Sector Exportador",5252,696.7,351.2,3406.1,345.5,4906.5,2009,20093,64
"182",2009-03-18,12,3,2009,"08/09","Maíz","Sector Exportador",3401.7,964.3,113.6,631,850.7,2551,2009,20093,64
"183",2009-03-18,12,3,2009,"07/08","Maíz","Sector Exportador",17225.5,3864.3,3163.4,14451.1,700.9,16524.6,2008,20093,116
"184",2009-03-18,12,3,2009,"08/09","Sorgo","Sector Exportador",150.4,13.5,0.1,53,13.4,137,2009,20093,64
"185",2009-03-18,12,3,2009,"07/08","Sorgo","Sector Exportador",1394.7,123.1,70.9,1128.1,52.2,1342.5,2008,20093,116
"186",2009-03-18,12,3,2009,"08/09","Cebada Cervecera","Sector Exportador",915,478.1,306.2,22.3,171.9,743.1,2009,20093,64
"187",2009-03-18,12,3,2009,"08/09","Soja","Sector Exportador",2809.6,2250.5,218.5,0,2032,777.6,2009,20093,64
"188",2009-03-18,12,3,2009,"07/08","Soja","Sector Exportador",16762.8,5312.1,4465.4,11749.9,846.700000000001,15916.1,2008,20093,116
"189",2009-03-18,12,3,2009,"08/09","Girasol","Sector Exportador",35.5,23.4,4.1,0,19.3,16.2,2009,20093,64
"190",2009-03-18,12,3,2009,"08/09","Trigo","Sector Industrial",2286.7,908.7,350,NA,558.7,1728,2009,20093,64
"191",2009-03-18,12,3,2009,"07/08","Trigo","Sector Industrial",6544.1,1867,1841.8,NA,25.2,6518.9,2008,20093,116
"192",2009-03-18,12,3,2009,"08/09","Soja","Sector Industrial",5035.8,3947,618.1,NA,3328.9,1706.9,2009,20093,64
"193",2009-03-18,12,3,2009,"07/08","Soja","Sector Industrial",28496,11546.4,10698,NA,848.4,27647.6,2008,20093,116
"194",2009-03-18,12,3,2009,"08/09","Girasol","Sector Industrial",1819.4,1334.7,251.9,NA,1082.8,736.6,2009,20093,64
"195",2009-03-18,12,3,2009,"07/08","Girasol","Sector Industrial",4564.7,1492.5,1110.3,NA,382.2,4182.5,2008,20093,116
"196",2009-03-25,13,3,2009,"08/09","Trigo","Sector Exportador",5265.2,699.1,354.5,3551.1,344.6,4920.6,2009,20093,65
"197",2009-03-25,13,3,2009,"08/09","Maíz","Sector Exportador",3606.5,983.8,129.2,1033,854.6,2751.9,2009,20093,65
"198",2009-03-25,13,3,2009,"07/08","Maíz","Sector Exportador",17232.4,3864.6,3165.1,14451.1,699.5,16532.9,2008,20093,117
"199",2009-03-25,13,3,2009,"08/09","Sorgo","Sector Exportador",158.9,13.9,0.1,53,13.8,145.1,2009,20093,65
"200",2009-03-25,13,3,2009,"07/08","Sorgo","Sector Exportador",1394.7,123.1,70.9,1127.6,52.2,1342.5,2008,20093,117
"201",2009-03-25,13,3,2009,"08/09","Cebada Cervecera","Sector Exportador",915,478.1,313.4,105.3,164.7,750.3,2009,20093,65
"202",2009-03-25,13,3,2009,"08/09","Soja","Sector Exportador",2933.3,2307.4,261.8,0,2045.6,887.7,2009,20093,65
"203",2009-03-25,13,3,2009,"07/08","Soja","Sector Exportador",16762.8,5312.1,4542.7,11795.9,769.400000000001,15993.4,2008,20093,117
"204",2009-03-25,13,3,2009,"08/09","Girasol","Sector Exportador",35.5,23.9,4.3,0,19.6,15.9,2009,20093,65
